,code,model,version,sequentially,train_rmse,train_mae,train_acc,train_ms_rmse,train_ms_mae,train_ms_acc,test_rmse,test_mae,test_acc,likely_rmse,likely_mae,likely_acc,likely_range
137,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_6,AutoencoderRandomDropoutBidirectionalLSTM,6,True,8.97,6.02,1.02,20.14,16.44,1.4500000476837158,16.69,12.73,0.949999988079071,17.22,15.08,1.4800000190734863,365
138,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_7,AutoencoderRandomDropoutBidirectionalLSTM,7,True,6.77,4.97,0.96,10.81,7.49,0.88,14.1,10.5,1.1,10.46,7.02,0.9,365
139,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_8,AutoencoderRandomDropoutBidirectionalLSTM,8,True,9.14,6.58,1.0499999523162842,45.85,35.4,1.37,18.23,15.38,1.25,19.43,14.88,1.2999999523162842,365
140,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_9,AutoencoderRandomDropoutBidirectionalLSTM,9,True,9.45,6.5,1.0299999713897705,23.73,17.72,1.190000057220459,26.88,22.68,1.24,18.95,15.45,1.53,365
141,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_10,AutoencoderRandomDropoutBidirectionalLSTM,10,True,10.36,7.48,1.0700000524520874,23.22,20.15,1.840000033378601,15.92,13.02,1.1399999856948853,24.57,22.47,2.009999990463257,365
142,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_11,AutoencoderRandomDropoutBidirectionalLSTM,11,True,9.59,6.77,1.03,25.54,17.27,1.18,10.49,7.77,0.98,13.89,10.39,1.13,365
143,AutoencoderRandomDropoutBidirectionalLSTM_seq_true_ver_12,AutoencoderRandomDropoutBidirectionalLSTM,12,True,10.64,6.63,0.9800000190734863,21.83,15.62,1.100000023841858,19.8,16.55,1.2300000190734863,15.79,11.42,0.9599999785423279,365
144,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_1,AutoencoderRandomDropoutTimeDistributedCNNLSTM,1,True,4.31,2.55,0.96,16.82,11.99,0.94,22.83,16.85,0.6000000238418579,14.97,11.0,0.9800000190734863,365
145,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_2,AutoencoderRandomDropoutTimeDistributedCNNLSTM,2,True,2.22,1.3,1.0,23.61,17.08,1.3899999856948853,18.45,14.99,1.19,19.35,16.84,1.5,365
146,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_3,AutoencoderRandomDropoutTimeDistributedCNNLSTM,3,True,2.67,1.74,1.02,5.89,3.64,0.97,11.45,9.56,1.05,23.09,18.34,1.16,365
147,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_4,AutoencoderRandomDropoutTimeDistributedCNNLSTM,4,True,5.92,4.08,1.18,5.88,4.29,1.18,13.9,11.7,1.1200000047683716,13.82,11.01,1.350000023841858,365
148,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_5,AutoencoderRandomDropoutTimeDistributedCNNLSTM,5,True,10.2,7.13,0.9900000095367432,20.95,16.31,1.2300000190734863,19.82,14.3,0.76,15.79,12.89,1.24,365
149,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_6,AutoencoderRandomDropoutTimeDistributedCNNLSTM,6,True,11.53,7.91,0.99,23.82,18.32,1.3600000143051147,18.35,15.24,1.2200000286102295,24.27,21.08,1.4800000190734863,365
150,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_7,AutoencoderRandomDropoutTimeDistributedCNNLSTM,7,True,2.52,1.8,0.98,17.35,9.98,1.09,12.98,10.33,1.13,21.63,17.35,1.26,365
151,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_8,AutoencoderRandomDropoutTimeDistributedCNNLSTM,8,True,10.76,7.52,1.08,11.07,7.98,1.12,13.29,11.27,1.18,10.21,7.48,1.21,365
152,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_9,AutoencoderRandomDropoutTimeDistributedCNNLSTM,9,True,12.03,8.15,0.98,19.35,14.63,1.09,20.61,14.95,0.63,15.88,12.31,1.12,365
153,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_10,AutoencoderRandomDropoutTimeDistributedCNNLSTM,10,True,9.42,6.74,1.06,22.72,17.45,1.350000023841858,19.1,15.92,1.25,21.48,18.45,1.3899999856948853,365
154,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_11,AutoencoderRandomDropoutTimeDistributedCNNLSTM,11,True,12.79,8.87,0.98,16.44,11.51,1.03,12.76,10.2,1.0,20.38,16.16,1.2,365
155,AutoencoderRandomDropoutTimeDistributedCNNLSTM_seq_true_ver_12,AutoencoderRandomDropoutTimeDistributedCNNLSTM,12,True,13.47,8.87,1.02,13.09,9.01,1.04,14.34,12.0,1.09,9.39,7.07,1.17,365
156,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_1,AutoencoderRandomDropoutCNNLSTM,1,True,8.1,5.6,1.23,62.35,55.34,3.71,24.27,17.55,0.59,15.83,14.19,1.54,365
157,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_2,AutoencoderRandomDropoutCNNLSTM,2,True,2.22,1.33,1.0099999904632568,20.42,14.4,1.0499999523162842,13.15,10.23,0.8999999761581421,20.62,15.76,1.100000023841858,365
158,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_3,AutoencoderRandomDropoutCNNLSTM,3,True,2.0,1.28,0.97,5.0,3.03,0.9300000071525574,13.7,11.24,0.7400000095367432,21.19,16.4,1.059999942779541,365
159,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_4,AutoencoderRandomDropoutCNNLSTM,4,True,5.23,3.1,1.11,7.4,4.96,1.11,17.76,13.89,1.28,14.15,11.42,1.43,365
160,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_5,AutoencoderRandomDropoutCNNLSTM,5,True,11.59,9.04,1.1100000143051147,17.92,13.22,0.8999999761581421,22.33,16.46,0.6700000166893005,15.03,10.51,0.8799999952316284,365
161,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_6,AutoencoderRandomDropoutCNNLSTM,6,True,11.27,7.68,1.0,23.47,18.15,0.8899999856948853,14.41,12.04,1.09,15.15,9.77,0.8,365
162,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_7,AutoencoderRandomDropoutCNNLSTM,7,True,2.45,1.67,1.0,3.11,2.18,1.0,14.12,10.92,0.8799999952316284,22.76,17.72,1.0299999713897705,365
163,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_8,AutoencoderRandomDropoutCNNLSTM,8,True,10.71,7.26,0.83,15.35,11.93,1.0700000524520874,16.22,11.6,0.7400000095367432,14.89,11.97,1.190000057220459,365
164,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_9,AutoencoderRandomDropoutCNNLSTM,9,True,13.4,10.0,1.14,26.17,20.62,1.17,21.69,17.54,1.04,15.55,10.98,1.21,365
165,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_10,AutoencoderRandomDropoutCNNLSTM,10,True,9.9,7.34,1.09,20.14,15.67,1.1699999570846558,13.69,9.95,0.8799999952316284,21.34,17.62,1.1799999475479126,365
166,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_11,AutoencoderRandomDropoutCNNLSTM,11,True,13.06,9.05,1.01,15.61,11.55,1.0299999713897705,12.48,10.14,0.88,21.18,16.05,1.04,365
167,AutoencoderRandomDropoutCNNLSTM_seq_true_ver_12,AutoencoderRandomDropoutCNNLSTM,12,True,13.25,8.77,1.02,12.5,8.18,0.92,12.63,9.86,0.97,10.94,8.13,0.91,365
168,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_1,AutoencoderCNNLSTMTimeDistributed,1,True,6.2,4.4,0.9,24.67,18.53,0.06,27.38,22.08,0.3499999940395355,16.57,11.14,0.6299999952316284,365
169,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_2,AutoencoderCNNLSTMTimeDistributed,2,True,2.6,1.64,1.03,24.69,17.58,1.31,18.24,14.68,1.1299999952316284,22.32,17.02,1.25,365
170,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_3,AutoencoderCNNLSTMTimeDistributed,3,True,2.23,1.44,1.0,2.7,1.96,0.99,13.22,10.07,1.06,7.72,5.25,1.08,365
171,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_4,AutoencoderCNNLSTMTimeDistributed,4,True,1.83,1.25,0.99,2.28,1.53,0.99,11.73,9.62,1.02,6.31,4.43,1.07,365
172,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_5,AutoencoderCNNLSTMTimeDistributed,5,True,10.17,7.39,1.0,17.54,12.77,1.15,25.03,18.53,0.49000000953674316,17.83,14.26,1.1100000143051147,365
173,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_6,AutoencoderCNNLSTMTimeDistributed,6,True,11.16,7.64,0.99,21.68,16.25,1.309999942779541,12.75,10.27,1.0199999809265137,23.96,19.85,1.3600000143051147,365
174,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_7,AutoencoderCNNLSTMTimeDistributed,7,True,1.54,1.09,1.01,9.61,5.76,1.06,12.12,9.25,1.0800000429153442,24.15,18.45,1.100000023841858,365
175,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_8,AutoencoderCNNLSTMTimeDistributed,8,True,9.53,6.55,0.97,13.57,9.66,0.8,11.74,9.56,1.06,8.57,5.67,0.85,365
176,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_9,AutoencoderCNNLSTMTimeDistributed,9,True,11.97,8.26,0.93,18.22,13.49,0.93,24.43,18.49,0.48,16.73,12.43,0.97,365
177,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_10,AutoencoderCNNLSTMTimeDistributed,10,True,9.79,6.88,1.03,22.79,17.06,1.25,17.24,12.71,0.8500000238418579,21.52,17.0,1.2000000476837158,365
178,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_11,AutoencoderCNNLSTMTimeDistributed,11,True,12.75,8.78,0.98,17.49,12.25,0.9900000095367432,11.88,8.97,1.03,10.83,7.66,0.91,365
179,AutoencoderCNNLSTMTimeDistributed_seq_true_ver_12,AutoencoderCNNLSTMTimeDistributed,12,True,13.08,8.42,1.0099999904632568,12.54,8.32,0.8700000047683716,10.99,8.44,1.0800000429153442,11.39,7.47,0.8199999928474426,365
180,RandomDropoutGRU_seq_true_ver_1,RandomDropoutGRU,1,True,3.14,2.3,1.03,19.62,14.67,1.25,14.21,11.56,1.11,16.45,14.28,1.35,365
181,RandomDropoutGRU_seq_true_ver_2,RandomDropoutGRU,2,True,7.84,5.77,1.0099999904632568,24.5,21.46,1.850000023841858,15.03,11.38,1.0199999809265137,24.87,22.58,2.0,365
182,RandomDropoutGRU_seq_true_ver_3,RandomDropoutGRU,3,True,9.35,6.54,0.9399999976158142,18.21,12.32,0.6399999856948853,25.69,19.64,0.4300000071525574,16.15,10.83,0.6800000071525574,365
183,RandomDropoutGRU_seq_true_ver_4,RandomDropoutGRU,4,True,2.86,2.14,1.0099999904632568,24.19,18.64,1.2200000286102295,13.14,10.57,1.15,16.45,14.05,1.4,365
184,RandomDropoutGRU_seq_true_ver_5,RandomDropoutGRU,5,True,9.66,6.49,1.01,21.76,15.76,0.74,18.4,13.54,0.73,16.28,12.93,1.17,365
185,RandomDropoutGRU_seq_true_ver_6,RandomDropoutGRU,6,True,8.54,5.96,1.0399999618530273,29.81,25.34,2.009999990463257,15.76,12.98,1.19,26.85,24.59,2.15,365
186,RandomDropoutGRU_seq_true_ver_7,RandomDropoutGRU,7,True,8.72,6.38,1.0099999904632568,25.25,22.02,1.7699999809265137,14.69,10.6,0.9200000166893005,22.98,20.85,1.8899999856948853,365
187,RandomDropoutGRU_seq_true_ver_8,RandomDropoutGRU,8,True,8.15,5.81,0.949999988079071,17.81,12.63,0.8399999737739563,22.4,16.52,0.5699999928474426,15.01,10.78,0.9200000166893005,365
188,RandomDropoutGRU_seq_true_ver_9,RandomDropoutGRU,9,True,10.83,6.95,0.9700000286102295,17.28,13.38,1.1200000047683716,18.04,13.04,0.699999988079071,16.56,12.85,1.1399999856948853,365
189,RandomDropoutGRU_seq_true_ver_10,RandomDropoutGRU,10,True,8.76,6.46,1.0399999618530273,58.87,46.53,2.79,13.82,11.37,1.2,30.05,27.46,2.32,365
190,RandomDropoutGRU_seq_true_ver_11,RandomDropoutGRU,11,True,11.58,7.59,1.0,26.34,19.36,1.100000023841858,24.31,19.93,1.09,15.25,12.1,1.18,365
191,RandomDropoutGRU_seq_true_ver_12,RandomDropoutGRU,12,True,9.24,6.18,0.9800000190734863,19.92,15.6,1.2400000095367432,18.79,13.48,0.7099999785423279,15.75,13.06,1.2599999904632568,365
192,AutoencoderRandomDropoutCNN_seq_true_ver_1,AutoencoderRandomDropoutCNN,1,True,6.49,4.46,1.15,16.5,12.27,0.9900000095367432,20.9,16.37,1.02,15.06,11.19,1.0,365
193,AutoencoderRandomDropoutCNN_seq_true_ver_2,AutoencoderRandomDropoutCNN,2,True,3.71,2.52,1.08,19.75,15.57,1.3600000143051147,14.94,12.08,1.0800000429153442,19.64,17.16,1.4199999570846558,365
194,AutoencoderRandomDropoutCNN_seq_true_ver_3,AutoencoderRandomDropoutCNN,3,True,3.29,2.23,0.99,14.98,10.67,0.9800000190734863,10.44,8.2,0.949999988079071,15.18,11.34,1.0099999904632568,365
195,AutoencoderRandomDropoutCNN_seq_true_ver_4,AutoencoderRandomDropoutCNN,4,True,3.08,2.09,0.9800000190734863,11.14,7.58,1.0099999904632568,12.96,9.97,0.800000011920929,10.95,7.48,1.0,365
196,AutoencoderRandomDropoutCNN_seq_true_ver_5,AutoencoderRandomDropoutCNN,5,True,10.92,7.73,0.95,16.01,11.25,0.88,22.58,16.45,0.6100000143051147,14.95,10.8,0.9399999976158142,365
197,AutoencoderRandomDropoutCNN_seq_true_ver_6,AutoencoderRandomDropoutCNN,6,True,12.28,8.18,1.05,16.79,11.73,0.8899999856948853,19.84,15.65,1.090000033378601,15.11,10.48,0.8500000238418579,365
198,AutoencoderRandomDropoutCNN_seq_true_ver_7,AutoencoderRandomDropoutCNN,7,True,4.25,2.92,1.07,13.95,9.85,1.05,11.74,9.29,1.1399999856948853,15.1,11.75,1.100000023841858,365
199,AutoencoderRandomDropoutCNN_seq_true_ver_8,AutoencoderRandomDropoutCNN,8,True,9.68,6.71,0.9,14.97,10.65,0.9100000262260437,14.51,10.76,0.7900000214576721,13.03,8.62,0.8799999952316284,365
200,AutoencoderRandomDropoutCNN_seq_true_ver_9,AutoencoderRandomDropoutCNN,9,True,11.75,7.96,0.99,16.11,11.57,0.9100000262260437,22.38,16.31,0.5799999833106995,14.95,10.79,0.9399999976158142,365
201,AutoencoderRandomDropoutCNN_seq_true_ver_10,AutoencoderRandomDropoutCNN,10,True,9.84,7.04,1.0,16.22,12.02,0.9900000095367432,20.05,14.69,0.800000011920929,14.94,11.24,1.0299999713897705,365
202,AutoencoderRandomDropoutCNN_seq_true_ver_11,AutoencoderRandomDropoutCNN,11,True,13.43,9.13,1.07,16.78,12.45,0.9599999785423279,11.16,8.93,1.0299999713897705,16.19,11.97,0.9599999785423279,365
203,AutoencoderRandomDropoutCNN_seq_true_ver_12,AutoencoderRandomDropoutCNN,12,True,13.88,9.07,1.07,14.24,9.88,1.04,12.54,10.32,1.059999942779541,13.05,9.36,1.0,365
204,AutoencoderRandomDropoutMultiCNN_seq_true_ver_1,AutoencoderRandomDropoutMultiCNN,1,True,7.23,4.98,1.04,16.39,12.68,1.090000033378601,24.11,18.89,0.800000011920929,17.92,13.61,1.149999976158142,365
205,AutoencoderRandomDropoutMultiCNN_seq_true_ver_2,AutoencoderRandomDropoutMultiCNN,2,True,5.97,4.13,1.02,18.39,14.55,1.1799999475479126,23.81,19.54,0.9900000095367432,17.37,12.67,1.2400000095367432,365
206,AutoencoderRandomDropoutMultiCNN_seq_true_ver_3,AutoencoderRandomDropoutMultiCNN,3,True,4.52,3.25,1.05,13.81,9.92,1.15,12.55,10.5,1.06,13.65,10.43,1.11,365
207,AutoencoderRandomDropoutMultiCNN_seq_true_ver_4,AutoencoderRandomDropoutMultiCNN,4,True,4.27,3.13,0.97,8.84,6.38,1.08,11.91,9.79,1.09,8.58,6.06,1.13,365
208,AutoencoderRandomDropoutMultiCNN_seq_true_ver_5,AutoencoderRandomDropoutMultiCNN,5,True,13.27,10.22,1.11,17.05,13.12,1.0399999618530273,22.1,16.26,0.63,14.96,11.08,1.0,365
209,AutoencoderRandomDropoutMultiCNN_seq_true_ver_6,AutoencoderRandomDropoutMultiCNN,6,True,11.8,8.37,1.06,18.24,14.35,1.2899999618530273,21.53,17.75,1.07,16.26,12.7,1.36,365
210,AutoencoderRandomDropoutMultiCNN_seq_true_ver_7,AutoencoderRandomDropoutMultiCNN,7,True,3.83,2.82,0.98,14.48,10.32,0.9900000095367432,11.49,9.24,1.08,13.36,9.39,0.96,365
211,AutoencoderRandomDropoutMultiCNN_seq_true_ver_8,AutoencoderRandomDropoutMultiCNN,8,True,9.86,6.85,1.07,11.79,8.84,1.16,13.7,10.92,1.14,11.31,8.36,1.21,365
212,AutoencoderRandomDropoutMultiCNN_seq_true_ver_9,AutoencoderRandomDropoutMultiCNN,9,True,13.42,10.11,1.1200000047683716,17.95,14.83,1.3600000143051147,19.25,14.61,0.800000011920929,16.93,14.56,1.3899999856948853,365
213,AutoencoderRandomDropoutMultiCNN_seq_true_ver_10,AutoencoderRandomDropoutMultiCNN,10,True,9.28,6.54,1.0,18.23,14.23,1.1399999856948853,20.37,15.97,0.9900000095367432,15.84,12.73,1.1299999952316284,365
214,AutoencoderRandomDropoutMultiCNN_seq_true_ver_11,AutoencoderRandomDropoutMultiCNN,11,True,11.53,7.93,0.9399999976158142,16.29,11.84,0.9599999785423279,13.8,9.74,0.8299999833106995,14.74,11.14,1.0099999904632568,365
215,AutoencoderRandomDropoutMultiCNN_seq_true_ver_12,AutoencoderRandomDropoutMultiCNN,12,True,13.27,8.67,0.98,14.9,10.36,1.03,11.55,8.71,0.94,11.49,8.95,1.15,365
216,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_1,AutoencoderRandomDropoutMLPLSTM,1,True,3.45,2.41,0.97,21.36,16.62,1.16,19.04,13.69,0.6800000071525574,23.93,21.67,1.9700000286102295,365
217,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_2,AutoencoderRandomDropoutMLPLSTM,2,True,2.71,1.93,0.94,17.34,12.64,1.09,19.27,13.81,0.68,20.09,15.87,1.14,365
218,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_3,AutoencoderRandomDropoutMLPLSTM,3,True,1.91,1.49,1.04,10.89,7.74,1.0,12.4,9.38,1.04,10.06,7.63,0.96,365
219,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_4,AutoencoderRandomDropoutMLPLSTM,4,True,2.83,2.16,0.97,10.14,7.16,1.04,12.84,9.45,1.13,7.61,5.96,1.02,365
220,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_5,AutoencoderRandomDropoutMLPLSTM,5,True,9.91,7.06,1.03,21.1,14.55,0.3,11.53,8.82,0.949999988079071,23.23,20.96,1.909999966621399,365
221,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_6,AutoencoderRandomDropoutMLPLSTM,6,True,11.35,7.84,1.05,24.15,18.49,1.1799999475479126,19.05,15.76,1.26,22.52,19.2,1.41,365
222,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_7,AutoencoderRandomDropoutMLPLSTM,7,True,2.55,1.96,1.0,14.65,9.66,1.01,12.44,9.43,0.91,17.74,12.92,1.11,365
223,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_8,AutoencoderRandomDropoutMLPLSTM,8,True,9.8,6.84,0.88,17.58,13.31,0.91,10.31,8.01,0.96,13.85,9.71,0.63,365
224,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_9,AutoencoderRandomDropoutMLPLSTM,9,True,12.65,8.58,0.96,23.71,19.75,1.32,16.88,13.24,1.03,17.24,12.91,0.91,365
225,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_10,AutoencoderRandomDropoutMLPLSTM,10,True,9.65,6.79,1.0,21.43,16.62,1.05,17.67,14.33,1.14,15.52,11.36,1.04,365
226,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_11,AutoencoderRandomDropoutMLPLSTM,11,True,11.82,8.15,0.98,21.0,15.79,1.19,10.49,7.57,1.03,17.74,14.51,1.29,365
227,AutoencoderRandomDropoutMLPLSTM_seq_true_ver_12,AutoencoderRandomDropoutMLPLSTM,12,True,14.09,9.2,0.88,14.81,9.98,0.79,10.41,7.81,0.95,14.29,10.07,0.77,365
228,AutoencoderRandomDropoutMLPGRU_seq_true_ver_1,AutoencoderRandomDropoutMLPGRU,1,True,3.21,2.21,0.94,21.74,15.07,0.26,16.1,12.53,1.0299999713897705,21.23,19.17,1.7699999809265137,365
229,AutoencoderRandomDropoutMLPGRU_seq_true_ver_2,AutoencoderRandomDropoutMLPGRU,2,True,2.34,1.78,0.98,23.19,17.51,1.05,15.76,12.92,1.08,13.15,10.19,1.04,365
230,AutoencoderRandomDropoutMLPGRU_seq_true_ver_3,AutoencoderRandomDropoutMLPGRU,3,True,2.72,1.95,0.96,12.13,8.05,1.0,15.74,12.19,0.71,19.59,15.0,1.16,365
231,AutoencoderRandomDropoutMLPGRU_seq_true_ver_4,AutoencoderRandomDropoutMLPGRU,4,True,3.36,2.6,1.0,10.1,6.96,1.1,13.07,10.09,1.15,16.71,13.41,1.54,365
232,AutoencoderRandomDropoutMLPGRU_seq_true_ver_5,AutoencoderRandomDropoutMLPGRU,5,True,9.79,6.91,0.99,22.0,18.79,1.65,14.33,11.46,1.100000023841858,23.21,21.05,1.909999966621399,365
233,AutoencoderRandomDropoutMLPGRU_seq_true_ver_6,AutoencoderRandomDropoutMLPGRU,6,True,11.75,8.07,0.97,21.54,16.26,1.03,15.6,12.19,1.04,13.88,9.77,0.95,365
234,AutoencoderRandomDropoutMLPGRU_seq_true_ver_7,AutoencoderRandomDropoutMLPGRU,7,True,2.03,1.45,1.0,12.11,7.59,1.06,11.17,8.66,0.8899999856948853,19.93,15.78,1.2799999713897705,365
235,AutoencoderRandomDropoutMLPGRU_seq_true_ver_8,AutoencoderRandomDropoutMLPGRU,8,True,9.68,6.9,1.04,15.35,11.82,1.23,11.91,8.75,1.09,17.49,14.55,1.39,365
236,AutoencoderRandomDropoutMLPGRU_seq_true_ver_9,AutoencoderRandomDropoutMLPGRU,9,True,12.19,8.18,1.0,19.82,15.34,1.34,16.38,13.24,1.16,16.65,14.44,1.39,365
237,AutoencoderRandomDropoutMLPGRU_seq_true_ver_10,AutoencoderRandomDropoutMLPGRU,10,True,9.92,7.07,1.02,22.41,17.27,1.1399999856948853,15.73,12.77,1.12,14.7,10.97,1.11,365
238,AutoencoderRandomDropoutMLPGRU_seq_true_ver_11,AutoencoderRandomDropoutMLPGRU,11,True,12.61,8.66,0.99,15.39,11.13,1.1299999952316284,10.2,7.43,1.0,24.59,21.14,1.32,365
239,AutoencoderRandomDropoutMLPGRU_seq_true_ver_12,AutoencoderRandomDropoutMLPGRU,12,True,11.63,7.88,1.0099999904632568,17.36,12.99,0.98,11.79,8.61,1.09,13.31,9.74,0.9,365
240,ResNetLSTM_seq_true_ver_1,ResNetLSTM,1,True,0.08,0.04,1.0,17.43,12.77,0.83,21.36,15.47,0.65,15.92,11.73,1.06,365
241,ResNetLSTM_seq_true_ver_2,ResNetLSTM,2,True,0.12,0.06,1.0,17.31,11.91,0.84,23.29,17.93,0.57,15.64,11.74,0.9,365
242,ResNetLSTM_seq_true_ver_3,ResNetLSTM,3,True,0.35,0.31,0.99,16.46,11.75,0.88,20.04,14.87,0.69,16.89,12.06,0.8,365
243,ResNetLSTM_seq_true_ver_4,ResNetLSTM,4,True,0.09,0.05,1.0,17.92,13.68,1.04,15.92,12.7,0.98,17.47,13.97,1.14,365
244,ResNetLSTM_seq_true_ver_5,ResNetLSTM,5,True,9.97,7.0,0.99,17.44,12.73,0.83,20.8,15.81,0.6,15.86,12.07,0.88,365
245,ResNetLSTM_seq_true_ver_6,ResNetLSTM,6,True,11.55,7.88,0.97,17.57,12.49,0.81,22.03,16.3,0.6,16.25,11.49,0.83,365
246,ResNetLSTM_seq_true_ver_7,ResNetLSTM,7,True,0.88,0.28,1.0,15.85,11.25,0.87,20.24,15.69,0.75,17.25,12.36,0.87,365
247,ResNetLSTM_seq_true_ver_8,ResNetLSTM,8,True,10.08,7.05,1.01,19.32,15.24,1.06,18.75,13.64,0.85,20.02,15.31,1.17,365
248,ResNetLSTM_seq_true_ver_9,ResNetLSTM,9,True,13.4,9.07,0.98,18.66,13.06,0.68,22.88,17.85,0.63,16.63,12.21,0.94,365
249,ResNetLSTM_seq_true_ver_10,ResNetLSTM,10,True,10.14,7.16,0.96,18.62,13.43,0.81,21.05,15.51,0.62,16.59,11.98,0.87,365
250,ResNetLSTM_seq_true_ver_11,ResNetLSTM,11,True,12.9,8.88,0.97,17.01,11.82,0.79,21.48,15.35,0.67,17.76,13.08,0.8,365
251,ResNetLSTM_seq_true_ver_12,ResNetLSTM,12,True,13.45,8.83,0.98,18.27,12.69,0.75,20.14,15.93,1.16,19.48,14.75,0.75,365
252,ResNetClassification_seq_true_ver_1,ResNetClassification,1,True,0.42,0.01,1.0,0.42,0.01,1.0,30.09,24.6,0.33,20.15,15.05,0.4,365
253,ResNetClassification_seq_true_ver_2,ResNetClassification,2,True,0.03,0.0,1.0,0.03,0.0,1.0,28.11,22.1,0.39,17.63,12.42,0.67,365
254,ResNetClassification_seq_true_ver_3,ResNetClassification,3,True,0.35,0.01,1.0,0.35,0.01,1.0,27.45,20.62,0.5,17.07,11.31,0.72,365
255,ResNetClassification_seq_true_ver_4,ResNetClassification,4,True,0.37,0.01,1.0,0.37,0.01,1.0,28.36,21.18,0.47,17.99,12.29,0.63,365
256,BidirectionalLSTM_seq_false_ver_1,BidirectionalLSTM,1,False,11.45,7.23,1.0499999523162842,73.71,65.23,4.17,36.22,29.25,1.82,81.61,78.26,4.87,365
257,BidirectionalLSTM_seq_false_ver_2,BidirectionalLSTM,2,False,34.84,19.52,1.63,61.96,50.1,2.89,19.94,15.31,0.66,76.8,71.29,4.17,365
258,BidirectionalLSTM_seq_false_ver_3,BidirectionalLSTM,3,False,61.53,47.96,2.85,37.87,25.78,1.34,15.18,11.34,0.76,32.49,25.76,1.45,365
259,BidirectionalLSTM_seq_false_ver_4,BidirectionalLSTM,4,False,37.66,25.8,2.11,17.41,12.43,0.8700000047683716,50.89,44.77,2.33,84.9,83.58,5.3,365
